time_exchange,time_coinapi,ask_price,ask_size,bid_size,bid_price,symbol_id,sequence,type
2025-11-23T22:33:39.5759070Z,2025-11-23T22:33:39.5825673Z,87703.46,0.08780257,6.04e-05,87703.45,COINBASE_SPOT_BTC_USD,13072001,quote
2025-11-23T22:33:39.5803200Z,2025-11-23T22:33:39.5889860Z,87703.46,0.28549257,6.04e-05,87703.45,COINBASE_SPOT_BTC_USD,13072002,quote
2025-11-23T22:33:39.8435280Z,2025-11-23T22:33:39.8516240Z,87703.46,0.28549257,4.844e-05,87703.45,COINBASE_SPOT_BTC_USD,13072003,quote
2025-11-23T22:33:40.1698020Z,2025-11-23T22:33:40.1791476Z,87703.46,0.28689557,4.844e-05,87703.45,COINBASE_SPOT_BTC_USD,13072004,quote
2025-11-23T22:33:40.2020090Z,2025-11-23T22:33:40.2080606Z,87703.46,0.28549257,4.844e-05,87703.45,COINBASE_SPOT_BTC_USD,13072005,quote
2025-11-23T22:33:40.3067780Z,2025-11-23T22:33:40.3155337Z,87703.46,0.28549257,1.17e-05,87701.21,COINBASE_SPOT_BTC_USD,13072006,quote
2025-11-23T22:33:40.3067780Z,2025-11-23T22:33:40.3157913Z,87703.46,0.28549257,0.00034207,87700.25,COINBASE_SPOT_BTC_USD,13072007,quote
2025-11-23T22:33:40.3067780Z,2025-11-23T22:33:40.3163800Z,87703.46,0.28549257,0.11489395,87696.36,COINBASE_SPOT_BTC_USD,13072008,quote
2025-11-23T22:33:40.3067780Z,2025-11-23T22:33:40.3165301Z,87703.46,0.28549257,0.09712982,87696.36,COINBASE_SPOT_BTC_USD,13072009,quote
2025-11-23T22:33:40.3104210Z,2025-11-23T22:33:40.3170483Z,87703.46,0.08780257,0.09712982,87696.36,COINBASE_SPOT_BTC_USD,13072010,quote
2025-11-23T22:33:40.3111980Z,2025-11-23T22:33:40.3173682Z,87703.46,0.03079228,0.09712982,87696.36,COINBASE_SPOT_BTC_USD,13072011,quote
2025-11-23T22:33:40.3113650Z,2025-11-23T22:33:40.3182523Z,87699.07,0.19769,0.09712982,87696.36,COINBASE_SPOT_BTC_USD,13072012,quote
2025-11-23T22:33:40.3158430Z,2025-11-23T22:33:40.3239550Z,87696.37,0.19769,0.09712982,87696.36,COINBASE_SPOT_BTC_USD,13072013,quote
2025-11-23T22:33:40.3581150Z,2025-11-23T22:33:40.3724602Z,87696.37,0.19769,0.09718753,87696.36,COINBASE_SPOT_BTC_USD,13072014,quote
2025-11-23T22:33:40.4500380Z,2025-11-23T22:33:40.4561696Z,87696.37,0.19769,5.771e-05,87696.36,COINBASE_SPOT_BTC_USD,13072015,quote
2025-11-23T22:33:40.5694000Z,2025-11-23T22:33:40.5785367Z,87696.37,0.19769,6.466e-05,87696.36,COINBASE_SPOT_BTC_USD,13072016,quote
2025-11-23T22:33:40.6004470Z,2025-11-23T22:33:40.6075362Z,87696.37,0.197611,6.466e-05,87696.36,COINBASE_SPOT_BTC_USD,13072017,quote
2025-11-23T22:33:40.6129070Z,2025-11-23T22:33:40.6220848Z,87696.37,0.22489383,6.466e-05,87696.36,COINBASE_SPOT_BTC_USD,13072018,quote
2025-11-23T22:33:40.7261970Z,2025-11-23T22:33:40.7324664Z,87696.37,0.197611,6.466e-05,87696.36,COINBASE_SPOT_BTC_USD,13072019,quote
2025-11-23T22:33:40.7303360Z,2025-11-23T22:33:40.7395642Z,87696.37,0.197611,0.00502347,87696.36,COINBASE_SPOT_BTC_USD,13072020,quote
2025-11-23T22:33:40.7326820Z,2025-11-23T22:33:40.7399897Z,87696.39,0.02419711,0.00502347,87696.36,COINBASE_SPOT_BTC_USD,13072021,quote
2025-11-23T22:33:40.7387830Z,2025-11-23T22:33:40.7522699Z,87696.47,0.00113991,0.00502347,87696.36,COINBASE_SPOT_BTC_USD,13072022,quote
2025-11-23T22:33:40.7469440Z,2025-11-23T22:33:40.7551793Z,87700.21,5.403e-05,0.00502347,87696.36,COINBASE_SPOT_BTC_USD,13072023,quote
2025-11-23T22:33:40.7525860Z,2025-11-23T22:33:40.7590348Z,87700.21,5.403e-05,0.01464827,87696.37,COINBASE_SPOT_BTC_USD,13072024,quote
2025-11-23T22:33:40.7561800Z,2025-11-23T22:33:40.7626685Z,87700.21,5.403e-05,0.0195,87700.0,COINBASE_SPOT_BTC_USD,13072025,quote
2025-11-23T22:33:40.7955210Z,2025-11-23T22:33:40.8017771Z,87700.21,5.403e-05,0.00495881,87700.01,COINBASE_SPOT_BTC_USD,13072026,quote
2025-11-23T22:33:40.8280830Z,2025-11-23T22:33:40.8345224Z,87700.02,5.403e-05,0.00495881,87700.01,COINBASE_SPOT_BTC_USD,13072027,quote
2025-11-23T22:33:40.8830080Z,2025-11-23T22:33:40.8891409Z,87700.02,0.00027181,0.00495881,87700.01,COINBASE_SPOT_BTC_USD,13072028,quote
2025-11-23T22:33:41.0958710Z,2025-11-23T22:33:41.1021624Z,87700.02,0.00027181,0.03293018,87700.01,COINBASE_SPOT_BTC_USD,13072029,quote
2025-11-23T22:33:41.1914020Z,2025-11-23T22:33:41.1989476Z,87704.45,0.02419489,0.03293018,87700.01,COINBASE_SPOT_BTC_USD,13072030,quote
2025-11-23T22:33:41.1921330Z,2025-11-23T22:33:41.2015255Z,87705.9,0.0570087,0.00035881,87700.02,COINBASE_SPOT_BTC_USD,13072031,quote
2025-11-23T22:33:41.1950040Z,2025-11-23T22:33:41.2024444Z,87707.99,0.068575,0.0195,87704.0,COINBASE_SPOT_BTC_USD,13072032,quote
2025-11-23T22:33:41.1967210Z,2025-11-23T22:33:41.2072808Z,87706.83,0.02419423,0.0195,87706.0,COINBASE_SPOT_BTC_USD,13072033,quote
2025-11-23T22:33:41.1983540Z,2025-11-23T22:33:41.2078168Z,87707.99,0.02800812,0.0195,87706.0,COINBASE_SPOT_BTC_USD,13072034,quote
2025-11-23T22:33:41.1995110Z,2025-11-23T22:33:41.2085862Z,87708.76,0.005049,0.0195,87706.0,COINBASE_SPOT_BTC_USD,13072035,quote
2025-11-23T22:33:41.1999050Z,2025-11-23T22:33:41.2087860Z,87708.76,0.005049,0.00495881,87706.01,COINBASE_SPOT_BTC_USD,13072036,quote
2025-11-23T22:33:41.2006350Z,2025-11-23T22:33:41.2090165Z,87707.99,0.01752089,0.00495881,87706.01,COINBASE_SPOT_BTC_USD,13072037,quote
2025-11-23T22:33:41.2013540Z,2025-11-23T22:33:41.2094183Z,87708.76,0.005049,0.00495881,87706.01,COINBASE_SPOT_BTC_USD,13072038,quote
2025-11-23T22:33:41.2050940Z,2025-11-23T22:33:41.2124564Z,87707.12,0.00113978,0.00495881,87706.01,COINBASE_SPOT_BTC_USD,13072039,quote
2025-11-23T22:33:41.2155470Z,2025-11-23T22:33:41.2221769Z,87707.12,0.00113978,0.02329,87707.11,COINBASE_SPOT_BTC_USD,13072040,quote
2025-11-23T22:33:41.2335630Z,2025-11-23T22:33:41.2405232Z,87707.12,0.00113978,0.0195,87706.0,COINBASE_SPOT_BTC_USD,13072041,quote
2025-11-23T22:33:41.3645110Z,2025-11-23T22:33:41.3715675Z,87707.12,0.00113978,0.0195,87706.0,COINBASE_SPOT_BTC_USD,13072042,quote
2025-11-23T22:33:41.3682310Z,2025-11-23T22:33:41.3746326Z,87706.81,0.02419424,0.0195,87706.0,COINBASE_SPOT_BTC_USD,13072043,quote
2025-11-23T22:33:41.3698630Z,2025-11-23T22:33:41.3767832Z,87707.12,0.00113978,0.0195,87706.0,COINBASE_SPOT_BTC_USD,13072044,quote
2025-11-23T22:33:41.4206330Z,2025-11-23T22:33:41.4269834Z,87707.12,0.00113978,5.771e-05,87704.01,COINBASE_SPOT_BTC_USD,13072045,quote
2025-11-23T22:33:41.4379690Z,2025-11-23T22:33:41.4442555Z,87705.75,0.02419453,5.771e-05,87704.01,COINBASE_SPOT_BTC_USD,13072046,quote
2025-11-23T22:33:41.4696320Z,2025-11-23T22:33:41.4756590Z,87707.12,0.00113978,5.771e-05,87704.01,COINBASE_SPOT_BTC_USD,13072047,quote
2025-11-23T22:33:41.4730080Z,2025-11-23T22:33:41.4797180Z,87705.28,0.02419466,5.771e-05,87704.01,COINBASE_SPOT_BTC_USD,13072048,quote
2025-11-23T22:33:41.4754660Z,2025-11-23T22:33:41.4824089Z,87707.12,0.00113978,5.771e-05,87704.01,COINBASE_SPOT_BTC_USD,13072049,quote
2025-11-23T22:33:41.4779430Z,2025-11-23T22:33:41.4887171Z,87707.12,0.00113978,5.771e-05,87705.27,COINBASE_SPOT_BTC_USD,13072050,quote
2025-11-23T22:33:41.4974430Z,2025-11-23T22:33:41.5045952Z,87707.12,0.00113978,5.771e-05,87704.01,COINBASE_SPOT_BTC_USD,13072051,quote
2025-11-23T22:33:41.5018730Z,2025-11-23T22:33:41.5086437Z,87705.0,0.02419474,5.771e-05,87704.01,COINBASE_SPOT_BTC_USD,13072052,quote
2025-11-23T22:33:41.5129410Z,2025-11-23T22:33:41.5196839Z,87707.12,0.00113978,5.771e-05,87704.01,COINBASE_SPOT_BTC_USD,13072053,quote
2025-11-23T22:33:41.5166830Z,2025-11-23T22:33:41.5236649Z,87707.12,0.00113978,5.771e-05,87704.99,COINBASE_SPOT_BTC_USD,13072054,quote
2025-11-23T22:33:41.5199220Z,2025-11-23T22:33:41.5267905Z,87705.16,0.02419469,5.771e-05,87704.99,COINBASE_SPOT_BTC_USD,13072055,quote
2025-11-23T22:33:41.5357850Z,2025-11-23T22:33:41.5421502Z,87705.16,0.02419469,5.771e-05,87705.15,COINBASE_SPOT_BTC_USD,13072056,quote
2025-11-23T22:33:41.9634560Z,2025-11-23T22:33:41.9701950Z,87705.16,0.0240158,0.00366753,87705.15,COINBASE_SPOT_BTC_USD,13072057,quote
2025-11-23T22:33:42.1092720Z,2025-11-23T22:33:42.1160549Z,87705.16,0.0240158,0.03336192,87705.15,COINBASE_SPOT_BTC_USD,13072058,quote
2025-11-23T22:33:42.1162360Z,2025-11-23T22:33:42.1223841Z,87705.6,0.01140178,0.03336192,87705.15,COINBASE_SPOT_BTC_USD,13072059,quote
2025-11-23T22:33:42.1197180Z,2025-11-23T22:33:42.1263038Z,87705.6,0.01140178,0.00495881,87705.16,COINBASE_SPOT_BTC_USD,13072060,quote
2025-11-23T22:33:42.1212020Z,2025-11-23T22:33:42.1275252Z,87705.6,0.01140178,0.00501698,87705.16,COINBASE_SPOT_BTC_USD,13072061,quote
2025-11-23T22:33:42.1224920Z,2025-11-23T22:33:42.1300992Z,87706.08,0.02419444,0.00501698,87705.16,COINBASE_SPOT_BTC_USD,13072062,quote
2025-11-23T22:33:42.1239950Z,2025-11-23T22:33:42.1311256Z,87706.08,0.02419444,0.00228036,87705.17,COINBASE_SPOT_BTC_USD,13072063,quote
2025-11-23T22:33:42.1259360Z,2025-11-23T22:33:42.1326769Z,87707.12,0.00113978,0.0195,87706.0,COINBASE_SPOT_BTC_USD,13072064,quote
2025-11-23T22:33:42.1295680Z,2025-11-23T22:33:42.1359380Z,87707.12,0.00113978,0.00495881,87706.01,COINBASE_SPOT_BTC_USD,13072065,quote
2025-11-23T22:33:42.1340230Z,2025-11-23T22:33:42.1402087Z,87707.12,0.00113978,0.00228034,87706.02,COINBASE_SPOT_BTC_USD,13072066,quote
2025-11-23T22:33:42.1374320Z,2025-11-23T22:33:42.1435798Z,87707.12,0.00113978,0.00495881,87706.03,COINBASE_SPOT_BTC_USD,13072067,quote
2025-11-23T22:33:42.1541600Z,2025-11-23T22:33:42.1603482Z,87707.08,0.02419416,0.00495881,87706.03,COINBASE_SPOT_BTC_USD,13072068,quote
2025-11-23T22:33:42.1613930Z,2025-11-23T22:33:42.1686780Z,87707.12,0.00113978,0.00495881,87706.03,COINBASE_SPOT_BTC_USD,13072069,quote
2025-11-23T22:33:42.1711170Z,2025-11-23T22:33:42.1772673Z,87707.11,5.269e-05,0.00495881,87706.03,COINBASE_SPOT_BTC_USD,13072070,quote
2025-11-23T22:33:42.1931980Z,2025-11-23T22:33:42.2005953Z,87710.94,0.0241931,0.04565817,87707.1,COINBASE_SPOT_BTC_USD,13072071,quote
2025-11-23T22:33:42.1936290Z,2025-11-23T22:33:42.2009721Z,87710.93,0.02608478,0.00495881,87707.11,COINBASE_SPOT_BTC_USD,13072072,quote
2025-11-23T22:33:42.1966740Z,2025-11-23T22:33:42.2031315Z,87711.99,5.269e-05,0.0195,87708.0,COINBASE_SPOT_BTC_USD,13072073,quote
2025-11-23T22:33:42.1977410Z,2025-11-23T22:33:42.2049074Z,87710.93,0.01167296,0.0195,87708.0,COINBASE_SPOT_BTC_USD,13072074,quote
2025-11-23T22:33:42.2010140Z,2025-11-23T22:33:42.2087763Z,87710.93,0.01167296,0.00495881,87708.01,COINBASE_SPOT_BTC_USD,13072075,quote
2025-11-23T22:33:42.2021640Z,2025-11-23T22:33:42.2091123Z,87710.85,0.02419313,0.00495881,87708.01,COINBASE_SPOT_BTC_USD,13072076,quote
2025-11-23T22:33:42.2071770Z,2025-11-23T22:33:42.2141955Z,87710.85,0.02419313,0.00495881,87708.01,COINBASE_SPOT_BTC_USD,13072077,quote
2025-11-23T22:33:42.2094570Z,2025-11-23T22:33:42.2157095Z,87710.83,5.269e-05,0.00495881,87708.01,COINBASE_SPOT_BTC_USD,13072078,quote
2025-11-23T22:33:42.2116500Z,2025-11-23T22:33:42.2180476Z,87710.83,5.269e-05,5.817e-05,87708.02,COINBASE_SPOT_BTC_USD,13072079,quote
2025-11-23T22:33:42.2151880Z,2025-11-23T22:33:42.2243818Z,87710.83,5.269e-05,0.00495881,87708.03,COINBASE_SPOT_BTC_USD,13072080,quote
2025-11-23T22:33:42.2310640Z,2025-11-23T22:33:42.2378195Z,87710.83,5.269e-05,5.817e-05,87708.04,COINBASE_SPOT_BTC_USD,13072081,quote
2025-11-23T22:33:42.2320490Z,2025-11-23T22:33:42.2382590Z,87710.25,0.02419329,5.817e-05,87708.04,COINBASE_SPOT_BTC_USD,13072082,quote
2025-11-23T22:33:42.2336730Z,2025-11-23T22:33:42.2400553Z,87710.84,0.0116415,5.817e-05,87708.04,COINBASE_SPOT_BTC_USD,13072083,quote
2025-11-23T22:33:42.2341600Z,2025-11-23T22:33:42.2402347Z,87711.99,5.269e-05,5.817e-05,87708.04,COINBASE_SPOT_BTC_USD,13072084,quote
2025-11-23T22:33:42.2343950Z,2025-11-23T22:33:42.2406372Z,87711.99,5.269e-05,0.00495881,87708.05,COINBASE_SPOT_BTC_USD,13072085,quote
2025-11-23T22:33:42.2356650Z,2025-11-23T22:33:42.2421479Z,87710.24,0.02611635,0.00495881,87708.05,COINBASE_SPOT_BTC_USD,13072086,quote
2025-11-23T22:33:42.2362240Z,2025-11-23T22:33:42.2424819Z,87711.99,5.269e-05,0.00495881,87708.05,COINBASE_SPOT_BTC_USD,13072087,quote
2025-11-23T22:33:42.2369930Z,2025-11-23T22:33:42.2431296Z,87710.24,0.01167296,0.00495881,87708.05,COINBASE_SPOT_BTC_USD,13072088,quote
2025-11-23T22:33:42.2704080Z,2025-11-23T22:33:42.3110038Z,87709.39,0.02419353,5.817e-05,87708.01,COINBASE_SPOT_BTC_USD,13072089,quote
2025-11-23T22:33:42.2729520Z,2025-11-23T22:33:42.3132321Z,87710.66,5.269e-05,5.817e-05,87708.01,COINBASE_SPOT_BTC_USD,13072090,quote
2025-11-23T22:33:42.2741040Z,2025-11-23T22:33:42.3134453Z,87709.38,0.03292296,5.817e-05,87708.01,COINBASE_SPOT_BTC_USD,13072091,quote
2025-11-23T22:33:42.2765720Z,2025-11-23T22:33:42.3140637Z,87710.66,5.269e-05,5.817e-05,87708.01,COINBASE_SPOT_BTC_USD,13072092,quote
2025-11-23T22:33:42.2768660Z,2025-11-23T22:33:42.3142408Z,87709.38,0.01167296,5.817e-05,87708.01,COINBASE_SPOT_BTC_USD,13072093,quote
2025-11-23T22:33:42.2909810Z,2025-11-23T22:33:42.3151394Z,87709.02,0.02611655,5.817e-05,87708.01,COINBASE_SPOT_BTC_USD,13072094,quote
2025-11-23T22:33:42.3004070Z,2025-11-23T22:33:42.3200687Z,87708.04,0.0241939,5.817e-05,87708.01,COINBASE_SPOT_BTC_USD,13072095,quote
2025-11-23T22:33:42.3113110Z,2025-11-23T22:33:42.3207148Z,87708.04,0.0241939,5.817e-05,87708.03,COINBASE_SPOT_BTC_USD,13072096,quote
2025-11-23T22:33:42.3736160Z,2025-11-23T22:33:42.3798868Z,87711.99,0.01169251,5.817e-05,87708.03,COINBASE_SPOT_BTC_USD,13072097,quote
2025-11-23T22:33:42.3759390Z,2025-11-23T22:33:42.3821736Z,87708.48,0.01140141,5.817e-05,87708.03,COINBASE_SPOT_BTC_USD,13072098,quote
2025-11-23T22:33:42.3774410Z,2025-11-23T22:33:42.3843518Z,87708.18,0.02419386,5.817e-05,87707.57,COINBASE_SPOT_BTC_USD,13072099,quote
2025-11-23T22:33:42.3970960Z,2025-11-23T22:33:42.4036224Z,87708.18,0.02419386,5.817e-05,87708.17,COINBASE_SPOT_BTC_USD,13072100,quote
2025-11-23T22:33:42.4054120Z,2025-11-23T22:33:42.4118738Z,87711.98,5.101e-05,5.817e-05,87708.17,COINBASE_SPOT_BTC_USD,13072101,quote
2025-11-23T22:33:42.4167860Z,2025-11-23T22:33:42.4233293Z,87708.66,0.02419373,5.817e-05,87708.65,COINBASE_SPOT_BTC_USD,13072102,quote
